red_fighter,blue_fighter,winner,fight_url,event,date,weight_class,method,round,time,red_wins,red_losses,red_draws,red_wins_by_ko_tko,red_wins_by_submission,red_wins_by_decision,red_losses_by_ko_tko,red_losses_by_submission,red_losses_by_decision,red_age,red_height_in,red_weight_lbs,red_reach_in,red_slpm,red_sapm,red_str_acc,red_str_def,red_td_avg,red_td_acc,red_td_def,red_sub_avg,red_stance,blue_wins,blue_losses,blue_draws,blue_wins_by_ko_tko,blue_wins_by_submission,blue_wins_by_decision,blue_losses_by_ko_tko,blue_losses_by_submission,blue_losses_by_decision,blue_age,blue_height_in,blue_weight_lbs,blue_reach_in,blue_slpm,blue_sapm,blue_str_acc,blue_str_def,blue_td_avg,blue_td_acc,blue_td_def,blue_sub_avg,blue_stance,red_tot_sig_str_landed,red_tot_sig_str_attempted,red_tot_td_landed,red_tot_td_attempted,red_tot_ctrl_time_sec,blue_tot_sig_str_landed,blue_tot_sig_str_attempted,blue_tot_td_landed,blue_tot_td_attempted,blue_tot_ctrl_time_sec
Charles Oliveira,Mateusz Gamrot,Charles Oliveira,http://ufcstats.com/fight-details/79865287be90e4be,UFC Fight Night: Oliveira vs. Gamrot,,Lightweight Bout,Submission Round: 2 Time: 2:48 Time format: 5 Rnd (5-5-5-5-5) Referee: Marc Goddard,2.0,2:48,37.0,11.0,0.0,,,,,,,,70.0,155.0,74.0,3.23,3.05,0.55,0.48,2.29,0.39,0.54,2.6,orthodox,25.0,4.0,0.0,,,,,,,,70.0,155.0,70.0,3.29,2.96,0.51,0.59,5.15,0.37,0.83,0.1,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deiveson Figueiredo,Montel Jackson,Deiveson Figueiredo,http://ufcstats.com/fight-details/f295eb2a7b0ba4b7,UFC Fight Night: Oliveira vs. Gamrot,,Bantamweight Bout,Decision - Split Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Jason Herzog,3.0,5:00,25.0,6.0,1.0,,,,,,,,65.0,135.0,68.0,2.63,3.47,0.53,0.49,1.61,0.35,0.57,1.2,orthodox,15.0,3.0,0.0,,,,,,,,70.0,135.0,75.0,3.09,1.4,0.52,0.61,3.0,0.63,0.67,0.3,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vicente Luque,Joel Alvarez,Joel Alvarez,http://ufcstats.com/fight-details/6188b7fb3f8daacc,UFC Fight Night: Oliveira vs. Gamrot,,Welterweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Osiris Maia,3.0,5:00,23.0,12.0,1.0,,,,,,,,71.0,185.0,75.0,4.83,5.3,0.51,0.51,0.9,0.48,0.6,0.7,orthodox,23.0,3.0,0.0,,,,,,,,75.0,155.0,77.0,4.78,3.07,0.55,0.54,0.19,0.33,0.47,1.1,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jhonata Diniz,Mario Pinto,Mario Pinto,http://ufcstats.com/fight-details/03377f7bf8a2d5ff,UFC Fight Night: Oliveira vs. Gamrot,,Heavyweight Bout,KO/TKO Round: 2 Time: 4:10 Time format: 3 Rnd (5-5-5) Referee: Joao Claudio Soares,2.0,4:10,9.0,2.0,0.0,,,,,,,,76.0,254.0,79.0,3.89,3.62,0.56,0.56,0.0,0.0,0.7,0.0,orthodox,11.0,0.0,0.0,,,,,,,,77.0,265.0,79.0,3.39,2.42,0.78,0.53,2.72,0.6,1.0,1.8,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricardo Ramos,Kaan Ofli,Kaan Ofli,http://ufcstats.com/fight-details/2aef1a91d26dde42,UFC Fight Night: Oliveira vs. Gamrot,,Featherweight Bout,Submission Round: 1 Time: 3:02 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,1.0,3:02,17.0,8.0,0.0,,,,,,,,69.0,145.0,72.0,2.91,3.97,0.36,0.54,2.51,0.57,0.67,1.0,orthodox,14.0,4.0,1.0,,,,,,,,67.0,145.0,66.0,2.33,3.34,0.45,0.54,0.38,0.07,0.0,0.4,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Almeida,Michael Aswell Jr.,Michael Aswell Jr.,http://ufcstats.com/fight-details/cff0abc02974fb4a,UFC Fight Night: Oliveira vs. Gamrot,,Featherweight Bout,KO/TKO Round: 1 Time: 1:42 Time format: 3 Rnd (5-5-5) Referee: Jason Herzog,1.0,1:42,15.0,5.0,0.0,,,,,,,,71.0,145.0,71.0,4.94,5.36,0.39,0.44,0.0,0.0,0.53,0.0,orthodox,11.0,3.0,0.0,,,,,,,,68.0,145.0,69.0,9.56,7.79,0.45,0.54,0.0,0.0,0.57,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jafel Filho,Clayton Carpenter,Jafel Filho,http://ufcstats.com/fight-details/766b0b26c40525de,UFC Fight Night: Oliveira vs. Gamrot,,Flyweight Bout,Submission Round: 1 Time: 4:42 Time format: 3 Rnd (5-5-5) Referee: Osiris Maia,1.0,4:42,17.0,4.0,0.0,,,,,,,,67.0,125.0,68.0,1.85,1.62,0.41,0.5,2.52,0.45,0.66,2.2,orthodox,8.0,2.0,0.0,,,,,,,,66.0,125.0,66.0,3.66,2.57,0.53,0.55,1.99,0.46,0.37,1.3,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vitor Petrino,Thomas Petersen,Vitor Petrino,http://ufcstats.com/fight-details/a815dafc89adf33b,UFC Fight Night: Oliveira vs. Gamrot,,Heavyweight Bout,KO/TKO Round: 3 Time: 0:26 Time format: 3 Rnd (5-5-5) Referee: Joao Claudio Soares,3.0,0:26,13.0,2.0,0.0,,,,,,,,74.0,225.0,77.0,2.75,2.48,0.46,0.47,3.04,0.51,0.79,0.8,orthodox,10.0,4.0,0.0,,,,,,,,73.0,264.0,74.0,3.38,2.95,0.58,0.55,3.71,0.5,0.87,0.5,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bia Mesquita,Irina Alekseeva,Bia Mesquita,http://ufcstats.com/fight-details/546f971f9d8e0a33,UFC Fight Night: Oliveira vs. Gamrot,,Women's Bantamweight Bout,Submission Round: 2 Time: 2:14 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,2.0,2:14,6.0,0.0,0.0,,,,,,,,64.0,135.0,67.0,4.98,0.83,0.57,0.73,4.15,0.66,0.0,2.1,orthodox,5.0,4.0,0.0,,,,,,,,68.0,135.0,67.0,3.42,5.02,0.38,0.45,0.38,0.2,0.5,0.4,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Rocha,Stewart Nicoll,Lucas Rocha,http://ufcstats.com/fight-details/434abaea90ccd299,UFC Fight Night: Oliveira vs. Gamrot,,Flyweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Jason Herzog,3.0,5:00,18.0,2.0,0.0,,,,,,,,63.0,125.0,64.0,5.09,3.67,0.49,0.56,1.64,0.75,0.76,0.0,orthodox,8.0,2.0,0.0,,,,,,,,65.0,125.0,65.0,3.0,6.69,0.34,0.48,2.55,0.14,0.25,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julia Polastri,Karolina Kowalkiewicz,Julia Polastri,http://ufcstats.com/fight-details/c547b3e95bcc5f24,UFC Fight Night: Oliveira vs. Gamrot,,Women's Strawweight Bout,KO/TKO Round: 3 Time: 2:56 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,3.0,2:56,14.0,5.0,0.0,,,,,,,,62.0,115.0,64.0,6.4,5.4,0.54,0.57,0.73,0.8,0.6,0.4,orthodox,16.0,10.0,0.0,,,,,,,,63.0,115.0,64.0,5.54,5.77,0.42,0.56,0.36,0.23,0.74,0.2,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luan Lacerda,Saimon Oliveira,Luan Lacerda,http://ufcstats.com/fight-details/0f9e7d0d04e24b74,UFC Fight Night: Oliveira vs. Gamrot,,Bantamweight Bout,Submission Round: 2 Time: 3:55 Time format: 3 Rnd (5-5-5) Referee: Jason Herzog,2.0,3:55,13.0,3.0,0.0,,,,,,,,67.0,135.0,71.0,4.02,5.79,0.46,0.46,2.29,0.41,0.66,0.9,orthodox,18.0,7.0,0.0,,,,,,,,64.0,135.0,72.0,2.62,3.87,0.42,0.45,1.18,0.28,0.36,1.2,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magomed Ankalaev,Alex Pereira,Alex Pereira,http://ufcstats.com/fight-details/0de1ef0b9f3a79c0,UFC 320: Ankalaev vs. Pereira 2,,UFC Light Heavyweight Title Bout,KO/TKO Round: 1 Time: 1:20 Time format: 5 Rnd (5-5-5-5-5) Referee: Herb Dean,1.0,1:20,21.0,2.0,1.0,,,,,,,,75.0,205.0,75.0,3.65,2.59,0.52,0.56,0.79,0.22,0.87,0.0,orthodox,13.0,3.0,0.0,,,,,,,,76.0,205.0,79.0,5.16,3.5,0.62,0.53,0.11,0.5,0.79,0.2,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Merab Dvalishvili,Cory Sandhagen,Merab Dvalishvili,http://ufcstats.com/fight-details/a8511df8285f5c91,UFC 320: Ankalaev vs. Pereira 2,,UFC Bantamweight Title Bout,Decision - Unanimous Round: 5 Time: 5:00 Time format: 5 Rnd (5-5-5-5-5) Referee: Marc Goddard,5.0,5:00,21.0,5.0,0.0,,,,,,,,66.0,135.0,68.0,4.42,2.8,0.41,0.54,5.97,0.35,0.76,0.3,orthodox,18.0,6.0,0.0,,,,,,,,71.0,135.0,70.0,4.86,3.47,0.45,0.56,1.15,0.34,0.56,0.2,switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jiri Prochazka,Khalil Rountree Jr.,Jiri Prochazka,http://ufcstats.com/fight-details/2560ea97b2cce4ef,UFC 320: Ankalaev vs. Pereira 2,,Light Heavyweight Bout,KO/TKO Round: 3 Time: 3:04 Time format: 3 Rnd (5-5-5) Referee: Mark Smith,3.0,3:04,32.0,5.0,1.0,,,,,,,,75.0,205.0,80.0,5.69,5.6,0.55,0.45,0.51,0.6,0.68,0.2,orthodox,15.0,7.0,0.0,,,,,,,,73.0,205.0,76.0,3.88,4.33,0.4,0.49,0.0,0.0,0.58,0.1,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Emmett,Youssef Zalal,Youssef Zalal,http://ufcstats.com/fight-details/84ebd144d5e79c88,UFC 320: Ankalaev vs. Pereira 2,,Featherweight Bout,Submission Round: 1 Time: 1:38 Time format: 3 Rnd (5-5-5) Referee: Jason Herzog,1.0,1:38,19.0,6.0,0.0,,,,,,,,66.0,145.0,70.0,3.72,4.43,0.35,0.6,1.08,0.37,0.43,0.1,orthodox,18.0,5.0,1.0,,,,,,,,70.0,145.0,72.0,3.03,1.78,0.5,0.66,2.17,0.31,0.59,1.4,switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abus Magomedov,Joe Pyfer,Joe Pyfer,http://ufcstats.com/fight-details/d006dd2513bd376d,UFC 320: Ankalaev vs. Pereira 2,,Middleweight Bout,Submission Round: 2 Time: 1:46 Time format: 3 Rnd (5-5-5) Referee: Chris Tognoni,2.0,1:46,28.0,7.0,1.0,,,,,,,,74.0,185.0,78.0,3.07,3.43,0.49,0.55,2.61,0.59,1.0,0.4,orthodox,15.0,3.0,0.0,,,,,,,,74.0,185.0,75.0,3.47,3.05,0.43,0.53,1.23,0.33,0.5,1.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ateba Gautier,Tre'ston Vines,Ateba Gautier,http://ufcstats.com/fight-details/9418ebb3db2a4bae,UFC 320: Ankalaev vs. Pereira 2,,Middleweight Bout,KO/TKO Round: 1 Time: 1:41 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,1.0,1:41,10.0,1.0,0.0,,,,,,,,76.0,185.0,81.0,4.44,2.93,0.48,0.52,0.49,1.0,0.92,0.0,switch,10.0,4.0,0.0,,,,,,,,73.0,185.0,79.0,0.0,3.56,0.0,0.5,0.0,0.0,0.0,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Santos,JooSang Yoo,Daniel Santos,http://ufcstats.com/fight-details/7b34aa1eb09b8301,UFC 320: Ankalaev vs. Pereira 2,,Catch Weight Bout,KO/TKO Round: 2 Time: 0:21 Time format: 3 Rnd (5-5-5) Referee: Herb Dean,2.0,0:21,14.0,2.0,0.0,,,,,,,,67.0,145.0,67.0,4.76,5.03,0.4,0.51,3.01,0.4,0.73,0.0,orthodox,9.0,1.0,0.0,,,,,,,,67.0,145.0,71.0,6.36,4.99,0.58,0.56,0.0,0.0,0.5,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patchy Mix,Jakub Wiklacz,Jakub Wiklacz,http://ufcstats.com/fight-details/b09ecdc8ef0f0d20,UFC 320: Ankalaev vs. Pereira 2,,Bantamweight Bout,Decision - Split Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Jason Herzog,3.0,5:00,20.0,3.0,0.0,,,,,,,,71.0,135.0,70.0,5.3,7.3,0.43,0.43,2.5,0.62,0.0,0.0,southpaw,18.0,3.0,2.0,,,,,,,,70.0,135.0,72.0,3.4,3.87,0.44,0.46,0.0,0.0,0.41,2.5,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edmen Shahbazyan,Andre Muniz,Edmen Shahbazyan,http://ufcstats.com/fight-details/1c7cc3a22ab7d907,UFC 320: Ankalaev vs. Pereira 2,,Middleweight Bout,KO/TKO Round: 1 Time: 4:58 Time format: 3 Rnd (5-5-5) Referee: Mark Smith,1.0,4:58,16.0,5.0,0.0,,,,,,,,74.0,185.0,75.0,3.8,3.6,0.48,0.49,1.62,0.37,0.66,0.4,orthodox,24.0,8.0,0.0,,,,,,,,73.0,185.0,78.0,2.08,2.46,0.48,0.51,3.98,0.48,0.35,1.1,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Punahele Soriano,Nikolay Veretennikov,Punahele Soriano,http://ufcstats.com/fight-details/a951090fb402fd20,UFC 320: Ankalaev vs. Pereira 2,,Welterweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,3.0,5:00,13.0,4.0,0.0,,,,,,,,71.0,170.0,72.0,4.42,3.31,0.53,0.47,1.97,0.51,0.48,0.1,southpaw,14.0,7.0,0.0,,,,,,,,73.0,170.0,74.0,2.69,3.3,0.56,0.45,0.42,0.16,0.62,0.4,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Macy Chiasson,Yana Santos,Yana Santos,http://ufcstats.com/fight-details/8353b491afa7bc32,UFC 320: Ankalaev vs. Pereira 2,,Women's Bantamweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Chris Tognoni,3.0,5:00,11.0,6.0,0.0,,,,,,,,71.0,135.0,72.0,3.21,2.76,0.46,0.44,1.87,0.35,0.62,0.4,orthodox,17.0,8.0,0.0,,,,,,,,66.0,135.0,68.0,4.41,3.12,0.57,0.52,0.78,0.47,0.51,0.1,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Gutierrez,Farid Basharat,Farid Basharat,http://ufcstats.com/fight-details/e53fd165a3bc1f8e,UFC 320: Ankalaev vs. Pereira 2,,Bantamweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Herb Dean,3.0,5:00,22.0,7.0,2.0,,,,,,,,69.0,135.0,67.0,4.4,2.65,0.57,0.63,0.3,0.3,0.67,0.1,orthodox,15.0,0.0,0.0,,,,,,,,68.0,135.0,71.0,4.25,2.89,0.52,0.62,3.34,0.44,0.54,0.3,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiz Brahimaj,Austin Vanderford,Ramiz Brahimaj,http://ufcstats.com/fight-details/b98bc1ecb94ef4a5,UFC 320: Ankalaev vs. Pereira 2,,Welterweight Bout,Submission Round: 2 Time: 2:24 Time format: 3 Rnd (5-5-5) Referee: Mark Smith,2.0,2:24,13.0,6.0,0.0,,,,,,,,70.0,170.0,72.0,2.29,3.27,0.48,0.47,1.99,0.34,0.44,1.6,orthodox,13.0,3.0,0.0,,,,,,,,71.0,170.0,74.0,3.04,2.71,0.59,0.48,3.08,0.35,1.0,1.2,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veronica Hardy,Brogan Walker,Veronica Hardy,http://ufcstats.com/fight-details/98883348ddb3be33,UFC 320: Ankalaev vs. Pereira 2,,Women's Flyweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Jason Herzog,3.0,5:00,10.0,5.0,1.0,,,,,,,,64.0,125.0,64.0,3.06,3.24,0.45,0.5,0.82,0.41,0.51,0.3,southpaw,8.0,5.0,0.0,,,,,,,,64.0,125.0,67.0,1.84,3.32,0.32,0.47,1.02,0.75,0.11,0.0,switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Ulberg,Dominick Reyes,Carlos Ulberg,http://ufcstats.com/fight-details/a3ee907c77544cde,UFC Fight Night: Ulberg vs. Reyes,,Light Heavyweight Bout,KO/TKO Round: 1 Time: 4:27 Time format: 5 Rnd (5-5-5-5-5) Referee: Marc Goddard,1.0,4:27,14.0,1.0,0.0,,,,,,,,76.0,205.0,77.0,6.54,4.04,0.55,0.51,0.55,0.6,0.85,0.2,orthodox,15.0,5.0,0.0,,,,,,,,76.0,205.0,77.0,5.39,3.49,0.54,0.49,0.29,0.28,0.82,0.3,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Crute,Ivan Erslan,Jimmy Crute,http://ufcstats.com/fight-details/f5fb8b182020c59d,UFC Fight Night: Ulberg vs. Reyes,,Light Heavyweight Bout,Submission Round: 1 Time: 3:19 Time format: 3 Rnd (5-5-5) Referee: Mike Beltran,1.0,3:19,14.0,4.0,2.0,,,,,,,,74.0,205.0,74.0,4.15,3.65,0.52,0.42,4.39,0.52,0.58,2.0,orthodox,14.0,6.0,0.0,,,,,,,,74.0,205.0,72.0,2.55,5.01,0.46,0.53,0.45,0.2,0.61,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Jenkins,Ramon Taveras,Jack Jenkins,http://ufcstats.com/fight-details/38248c5d13f273e6,UFC Fight Night: Ulberg vs. Reyes,,Featherweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Marc Goddard,3.0,5:00,14.0,4.0,0.0,,,,,,,,67.0,145.0,68.0,4.48,2.95,0.61,0.59,1.98,0.6,0.71,0.2,switch,10.0,4.0,0.0,,,,,,,,68.0,145.0,70.0,4.07,6.45,0.43,0.54,0.0,0.0,0.72,0.0,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Matthews,Neil Magny,Neil Magny,http://ufcstats.com/fight-details/1ff24d5f760e0491,UFC Fight Night: Ulberg vs. Reyes,,Welterweight Bout,Submission Round: 3 Time: 3:08 Time format: 3 Rnd (5-5-5) Referee: Jim Perdios,3.0,3:08,22.0,8.0,0.0,,,,,,,,71.0,170.0,73.0,3.34,2.62,0.43,0.6,1.44,0.41,0.64,0.8,orthodox,31.0,15.0,0.0,,,,,,,,75.0,170.0,80.0,3.4,2.44,0.46,0.51,2.17,0.39,0.55,0.3,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Nolan,Charlie Campbell,Tom Nolan,http://ufcstats.com/fight-details/8abad36b4c5e4070,UFC Fight Night: Ulberg vs. Reyes,,Lightweight Bout,Submission Round: 1 Time: 4:08 Time format: 3 Rnd (5-5-5) Referee: Jim Perdios,1.0,4:08,10.0,1.0,0.0,,,,,,,,75.0,155.0,73.0,5.87,4.73,0.45,0.48,0.74,0.22,0.71,1.9,southpaw,9.0,3.0,0.0,,,,,,,,72.0,155.0,72.0,5.23,4.17,0.51,0.55,2.45,0.36,0.62,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Navajo Stirling,Rodolfo Bellato,Navajo Stirling,http://ufcstats.com/fight-details/dc31d3260dea7dcf,UFC Fight Night: Ulberg vs. Reyes,,Light Heavyweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Mike Beltran,3.0,5:00,8.0,0.0,0.0,,,,,,,,76.0,205.0,79.0,6.13,2.6,0.52,0.58,1.15,0.28,0.75,0.0,orthodox,13.0,3.0,1.0,,,,,,,,75.0,205.0,75.0,5.37,5.86,0.6,0.46,1.38,0.35,0.94,0.2,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cam Rowston,Andre Petroski,Cam Rowston,http://ufcstats.com/fight-details/93a0a19c2c1cfe66,UFC Fight Night: Ulberg vs. Reyes,,Middleweight Bout,KO/TKO Round: 1 Time: 2:41 Time format: 3 Rnd (5-5-5) Referee: Steve Perceval,1.0,2:41,14.0,3.0,0.0,,,,,,,,75.0,185.0,78.0,4.26,2.62,0.46,0.51,0.5,0.5,0.33,0.5,orthodox,13.0,6.0,0.0,,,,,,,,72.0,185.0,73.0,2.81,2.79,0.49,0.53,3.15,0.51,0.86,1.3,switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamie Mullarkey,Rolando Bedoya,Jamie Mullarkey,http://ufcstats.com/fight-details/e2dc4fb7b5c0ce76,UFC Fight Night: Ulberg vs. Reyes,,Lightweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Matt Wynne,3.0,5:00,18.0,9.0,0.0,,,,,,,,72.0,155.0,74.0,4.1,4.28,0.46,0.54,2.46,0.3,0.7,0.1,orthodox,14.0,5.0,0.0,,,,,,,,71.0,155.0,74.0,6.23,5.5,0.47,0.52,0.0,0.0,0.75,0.2,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colby Thicknesse,Josias Musasa,Colby Thicknesse,http://ufcstats.com/fight-details/81127436605d3c88,UFC Fight Night: Ulberg vs. Reyes,,Bantamweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Jim Perdios,3.0,5:00,8.0,1.0,0.0,,,,,,,,67.0,135.0,69.0,3.33,2.8,0.42,0.5,1.0,0.09,0.5,0.5,orthodox,8.0,2.0,0.0,,,,,,,,68.0,135.0,74.0,3.19,4.39,0.45,0.36,0.9,0.5,0.81,0.5,southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michelle Montague,Luana Carolina,Michelle Montague,http://ufcstats.com/fight-details/44cd8c9f622e155f,UFC Fight Night: Ulberg vs. Reyes,,Women's Bantamweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Steve Perceval,3.0,5:00,7.0,0.0,0.0,,,,,,,,69.0,135.0,68.0,2.73,3.2,0.46,0.41,5.0,0.71,0.0,0.0,southpaw,11.0,5.0,0.0,,,,,,,,66.0,135.0,69.0,4.65,3.46,0.51,0.51,0.3,0.37,0.68,0.6,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brando Pericic,Elisha Ellison,Brando Pericic,http://ufcstats.com/fight-details/140937779a2466a7,UFC Fight Night: Ulberg vs. Reyes,,Heavyweight Bout,KO/TKO Round: 1 Time: 1:55 Time format: 3 Rnd (5-5-5) Referee: Mike Beltran,1.0,1:55,5.0,1.0,0.0,,,,,,,,77.0,245.0,79.0,15.13,1.57,0.59,0.66,0.0,0.0,1.0,0.0,orthodox,5.0,2.0,0.0,,,,,,,,72.0,238.0,78.0,1.57,15.13,0.33,0.4,0.0,0.0,0.0,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loma Lookboonmee,Alexia Thainara,Alexia Thainara,http://ufcstats.com/fight-details/e35f7504d83b8b07,UFC Fight Night: Ulberg vs. Reyes,,Women's Strawweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Matt Wynne,3.0,5:00,10.0,4.0,0.0,,,,,,,,61.0,115.0,61.0,3.67,2.52,0.55,0.53,1.81,0.5,0.68,0.1,orthodox,13.0,1.0,0.0,,,,,,,,64.0,115.0,67.0,4.52,2.46,0.4,0.65,3.91,0.6,1.0,1.7,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Lopes,Jean Silva,Diego Lopes,http://ufcstats.com/fight-details/de1a3734be60e6a1,UFC Fight Night: Lopes vs. Silva,,Featherweight Bout,KO/TKO Round: 2 Time: 4:48 Time format: 5 Rnd (5-5-5-5-5) Referee: Mike Beltran,2.0,4:48,27.0,8.0,0.0,,,,,,,,71.0,145.0,72.0,3.83,4.56,0.47,0.45,0.88,0.5,0.68,1.4,orthodox,17.0,3.0,0.0,,,,,,,,67.0,145.0,69.0,4.82,4.5,0.51,0.53,1.2,0.6,0.78,0.6,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rob Font,David Martinez,David Martinez,http://ufcstats.com/fight-details/944b929130b23c2a,UFC Fight Night: Lopes vs. Silva,,Bantamweight Bout,Decision - Unanimous Round: 3 Time: 5:00 Time format: 3 Rnd (5-5-5) Referee: Dan Miragliotta,3.0,5:00,22.0,10.0,0.0,,,,,,,,68.0,135.0,71.0,5.11,3.53,0.45,0.57,0.7,0.29,0.37,0.3,orthodox,14.0,1.0,0.0,,,,,,,,65.0,135.0,67.0,4.82,2.9,0.46,0.69,0.6,0.25,1.0,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafa Garcia,Jared Gordon,Rafa Garcia,http://ufcstats.com/fight-details/7cbfeba85f86d1bf,UFC Fight Night: Lopes vs. Silva,,Lightweight Bout,KO/TKO Round: 3 Time: 2:27 Time format: 3 Rnd (5-5-5) Referee: Kerry Hatley,3.0,2:27,18.0,4.0,0.0,,,,,,,,67.0,155.0,70.0,4.31,4.54,0.45,0.61,3.13,0.44,0.76,0.5,orthodox,21.0,8.0,0.0,,,,,,,,69.0,155.0,68.0,5.64,4.14,0.53,0.55,1.78,0.32,0.6,0.0,orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
